fuelType,model,make,createdOn
Regular,K10 Blazer 4WD,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Regular,Colt,Plymouth,Tue Jan 01 00:00:00 EST 2013
Regular,Laser,Plymouth,Tue Jan 01 00:00:00 EST 2013
Premium,Laser,Plymouth,Tue Jan 01 00:00:00 EST 2013
Regular,Firebird/Formula,Pontiac,Tue Jan 01 00:00:00 EST 2013
Premium,Firebird/Formula,Pontiac,Tue Jan 01 00:00:00 EST 2013
Regular,Firefly,Pontiac,Tue Jan 01 00:00:00 EST 2013
Regular,Sunbird,Pontiac,Tue Jan 01 00:00:00 EST 2013
Diesel,K10 Blazer 4WD,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Premium,Continental,Rolls-Royce,Tue Jan 01 00:00:00 EST 2013
Premium,Corniche IV,Rolls-Royce,Tue Jan 01 00:00:00 EST 2013
Regular,Convertible,Saab,Tue Jan 01 00:00:00 EST 2013
Premium,Convertible,Saab,Tue Jan 01 00:00:00 EST 2013
Regular,SC,Saturn,Tue Jan 01 00:00:00 EST 2013
Regular,Suburban K10 4WD,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Regular,Impreza,Subaru,Tue Jan 01 00:00:00 EST 2013
Regular,Impreza AWD,Subaru,Tue Jan 01 00:00:00 EST 2013
Regular,Justy,Subaru,Tue Jan 01 00:00:00 EST 2013
Regular,Justy AWD,Subaru,Tue Jan 01 00:00:00 EST 2013
Premium,SVX,Subaru,Tue Jan 01 00:00:00 EST 2013
Premium,SVX AWD,Subaru,Tue Jan 01 00:00:00 EST 2013
Regular,Swift,Suzuki,Tue Jan 01 00:00:00 EST 2013
Regular,Swift GT,Suzuki,Tue Jan 01 00:00:00 EST 2013
Regular,Celica,Toyota,Tue Jan 01 00:00:00 EST 2013
Regular,Tercel,Toyota,Tue Jan 01 00:00:00 EST 2013
Diesel,Suburban K10 4WD,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Regular,Corrado SLC,Volkswagen,Tue Jan 01 00:00:00 EST 2013
Premium,Legend,Acura,Tue Jan 01 00:00:00 EST 2013
Premium,Vigor,Acura,Tue Jan 01 00:00:00 EST 2013
Premium,164,Alfa Romeo,Tue Jan 01 00:00:00 EST 2013
Regular,T10 (S10) Blazer 4WD,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Regular,S4,Audi,Tue Jan 01 00:00:00 EST 2013
Premium,V8,Audi,Tue Jan 01 00:00:00 EST 2013
Regular,100 quattro,Audi,Tue Jan 01 00:00:00 EST 2013
Premium,90,Audi,Tue Jan 01 00:00:00 EST 2013
Premium,525i,BMW,Tue Jan 01 00:00:00 EST 2013
Premium,530i,BMW,Tue Jan 01 00:00:00 EST 2013
Premium,540i,BMW,Tue Jan 01 00:00:00 EST 2013
Regular,Skylark,Buick,Tue Jan 01 00:00:00 EST 2013
Regular,Beretta,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Premium,Beretta,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Regular,Corsica,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Regular,LeBaron,Chrysler,Tue Jan 01 00:00:00 EST 2013
Regular,Altima / Stanza,Nissan,Tue Jan 01 00:00:00 EST 2013
Regular,Shadow,Dodge,Tue Jan 01 00:00:00 EST 2013
Regular,Escort,Ford,Tue Jan 01 00:00:00 EST 2013
Regular,Tempo,Ford,Tue Jan 01 00:00:00 EST 2013
Regular,Prizm,Geo,Tue Jan 01 00:00:00 EST 2013
Regular,Sephia,Kia,Tue Jan 01 00:00:00 EST 2013
Regular,Accord,Honda,Tue Jan 01 00:00:00 EST 2013
Regular,Elantra,Hyundai,Tue Jan 01 00:00:00 EST 2013
Regular,AW100/AW150 Ramcharger 4WD,Dodge,Tue Jan 01 00:00:00 EST 2013
Regular,Precis,Hyundai,Tue Jan 01 00:00:00 EST 2013
Regular,G20,Infiniti,Tue Jan 01 00:00:00 EST 2013
Premium,XJ12,Jaguar,Tue Jan 01 00:00:00 EST 2013
Premium,XJ6,Jaguar,Tue Jan 01 00:00:00 EST 2013
Regular,ES 300,Lexus,Tue Jan 01 00:00:00 EST 2013
Regular,Topaz,Mercury,Tue Jan 01 00:00:00 EST 2013
Regular,Tracer,Mercury,Tue Jan 01 00:00:00 EST 2013
Regular,Protege,Mazda,Tue Jan 01 00:00:00 EST 2013
Regular,323,Mazda,Tue Jan 01 00:00:00 EST 2013
Premium,C220,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,C280,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,E320 Sedan,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,E420,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,E500,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,S500 Coupe,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,S600 Coupe,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,Diamante,Mitsubishi,Tue Jan 01 00:00:00 EST 2013
Regular,Colt Vista 4WD,Dodge,Tue Jan 01 00:00:00 EST 2013
Premium,Galant,Mitsubishi,Tue Jan 01 00:00:00 EST 2013
Regular,Galant,Mitsubishi,Tue Jan 01 00:00:00 EST 2013
Regular,Achieva,Oldsmobile,Tue Jan 01 00:00:00 EST 2013
Premium,Achieva,Oldsmobile,Tue Jan 01 00:00:00 EST 2013
Regular,Sundance/Duster,Plymouth,Tue Jan 01 00:00:00 EST 2013
Regular,Grand Am,Pontiac,Tue Jan 01 00:00:00 EST 2013
Diesel,Bronco II 4WD,Ford,Tue Jan 01 00:00:00 EST 2013
Premium,Grand Am,Pontiac,Tue Jan 01 00:00:00 EST 2013
Premium,Continental R,Rolls-Royce,Tue Jan 01 00:00:00 EST 2013
Regular,SL,Saturn,Tue Jan 01 00:00:00 EST 2013
Regular,Legacy,Subaru,Tue Jan 01 00:00:00 EST 2013
Regular,Bronco II 4WD,Ford,Tue Jan 01 00:00:00 EST 2013
Regular,Legacy AWD,Subaru,Tue Jan 01 00:00:00 EST 2013
Regular,Golf III,Volkswagen,Tue Jan 01 00:00:00 EST 2013
Regular,Jetta III GLX,Volkswagen,Tue Jan 01 00:00:00 EST 2013
Regular,308,Ferrari,Tue Jan 01 00:00:00 EST 2013
Premium,Conquest,Dodge,Tue Jan 01 00:00:00 EST 2013
Regular,Sonata (Y-3),Hyundai,Tue Jan 01 00:00:00 EST 2013
Premium,GS 300,Lexus,Tue Jan 01 00:00:00 EST 2013
Premium,Mark VIII,Lincoln,Tue Jan 01 00:00:00 EST 2013
Premium,Brooklands and (LWB),Rolls-Royce,Tue Jan 01 00:00:00 EST 2013
Premium,Turbo R/Turbo Rl,Rolls-Royce,Tue Jan 01 00:00:00 EST 2013
Premium,Silver Spirit III/Spur III,Rolls-Royce,Tue Jan 01 00:00:00 EST 2013
Regular,900,Saab,Tue Jan 01 00:00:00 EST 2013
Regular,K15 Jimmy 4WD,GMC,Tue Jan 01 00:00:00 EST 2013
Premium,Roadmaster,Buick,Tue Jan 01 00:00:00 EST 2013
Premium,DeVille/Concourse,Cadillac,Tue Jan 01 00:00:00 EST 2013
Premium,Fleetwood,Cadillac,Tue Jan 01 00:00:00 EST 2013
Regular,Caprice/Impala,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Premium,Caprice/Impala,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Diesel,K15 Jimmy 4WD,GMC,Tue Jan 01 00:00:00 EST 2013
Regular,New Yorker/LHS,Chrysler,Tue Jan 01 00:00:00 EST 2013
Regular,Crown Victoria Police,Ford,Tue Jan 01 00:00:00 EST 2013
Regular,K15 Suburban 4WD,GMC,Tue Jan 01 00:00:00 EST 2013
Premium,S320,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Diesel,S350D,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,S420,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,S500 Sedan,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,S600 Sedan,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,Silver Spur III Limousine,Rolls-Royce,Tue Jan 01 00:00:00 EST 2013
Premium,9000,Saab,Tue Jan 01 00:00:00 EST 2013
Regular,100 quattro Wagon,Audi,Tue Jan 01 00:00:00 EST 2013
Regular,100 Wagon,Audi,Tue Jan 01 00:00:00 EST 2013
Diesel,K15 Suburban 4WD,GMC,Tue Jan 01 00:00:00 EST 2013
Premium,530i Touring,BMW,Tue Jan 01 00:00:00 EST 2013
Regular,T15 (S15) Jimmy 4WD,GMC,Tue Jan 01 00:00:00 EST 2013
Regular,Impreza Wagon,Subaru,Tue Jan 01 00:00:00 EST 2013
Regular,Impreza Wagon AWD,Subaru,Tue Jan 01 00:00:00 EST 2013
Premium,E320 Wagon,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Regular,850 Wagon,Volvo,Tue Jan 01 00:00:00 EST 2013
Premium,Roadmaster Wagon,Buick,Tue Jan 01 00:00:00 EST 2013
Regular,Caprice/Impala Wagon,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Premium,Caprice/Impala Wagon,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Premium,S10 Pickup 2WD,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Premium,Truck 2WD,Nissan,Tue Jan 01 00:00:00 EST 2013
Diesel,Cherokee/Wagoneer,Jeep,Tue Jan 01 00:00:00 EST 2013
Diesel,C1500 Pickup 2WD,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Diesel,Pickup 2500 2WD,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Regular,Ram 1500 Pickup 2WD,Dodge,Tue Jan 01 00:00:00 EST 2013
Regular,Ram 2500 Pickup 2WD,Dodge,Tue Jan 01 00:00:00 EST 2013
Regular,Lightning F150 2WD,Ford,Tue Jan 01 00:00:00 EST 2013
Diesel,Sierra 1500 2WD,GMC,Tue Jan 01 00:00:00 EST 2013
Diesel,Sierra 2500 2WD,GMC,Tue Jan 01 00:00:00 EST 2013
Regular,CJ7,Jeep,Tue Jan 01 00:00:00 EST 2013
Regular,B2300/B3000/B4000 Pickup 2WD,Mazda,Tue Jan 01 00:00:00 EST 2013
Regular,Truck 2WD,Toyota,Tue Jan 01 00:00:00 EST 2013
Premium,S10 Pickup 4WD,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Regular,Grand Wagoneer,Jeep,Tue Jan 01 00:00:00 EST 2013
Regular,Ram 1500 Pickup 4WD,Dodge,Tue Jan 01 00:00:00 EST 2013
Regular,Ram 2500 Pickup 4WD,Dodge,Tue Jan 01 00:00:00 EST 2013
Regular,Montero 4WD,Mitsubishi,Tue Jan 01 00:00:00 EST 2013
Regular,B2300/B3000/B4000 Pickup 4WD,Mazda,Tue Jan 01 00:00:00 EST 2013
Regular,T100 4WD,Toyota,Tue Jan 01 00:00:00 EST 2013
Regular,Truck 4WD,Toyota,Tue Jan 01 00:00:00 EST 2013
Regular,Colt Vista 4WD,Plymouth,Tue Jan 01 00:00:00 EST 2013
Diesel,G10/20 Van 2WD,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Regular,Brat 4WD,Subaru,Tue Jan 01 00:00:00 EST 2013
Diesel,Vandura G15/25 2WD,GMC,Tue Jan 01 00:00:00 EST 2013
Regular,Vandura G35  2WD,GMC,Tue Jan 01 00:00:00 EST 2013
Diesel,Sport Van G10/20 2WD,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Regular,Hatchback 4WD,Subaru,Tue Jan 01 00:00:00 EST 2013
Regular,Sport Van G30  2WD,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Regular,Sedan 4WD,Subaru,Tue Jan 01 00:00:00 EST 2013
Diesel,Rally G15/25 2WD,GMC,Tue Jan 01 00:00:00 EST 2013
Regular,Lumina Minivan 2WD,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Regular,Wagon 4WD,Subaru,Tue Jan 01 00:00:00 EST 2013
Regular,Grand Cherokee 2WD,Jeep,Tue Jan 01 00:00:00 EST 2013
Regular,Passport 2WD,Honda,Tue Jan 01 00:00:00 EST 2013
Regular,Sidekick 2Door 2WD,Suzuki,Tue Jan 01 00:00:00 EST 2013
Regular,XT 4WD,Subaru,Tue Jan 01 00:00:00 EST 2013
Regular,Sidekick 4Door 2WD,Suzuki,Tue Jan 01 00:00:00 EST 2013
Diesel,Blazer 1500 4WD,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Regular,SJ 410 4WD,Suzuki,Tue Jan 01 00:00:00 EST 2013
Regular,SJ 410V 4WD,Suzuki,Tue Jan 01 00:00:00 EST 2013
Regular,Yukon K1500 4WD,GMC,Tue Jan 01 00:00:00 EST 2013
Diesel,Yukon K1500 4WD,GMC,Tue Jan 01 00:00:00 EST 2013
Regular,Rodeo 4WD,Isuzu,Tue Jan 01 00:00:00 EST 2013
Regular,Passport 4WD,Honda,Tue Jan 01 00:00:00 EST 2013
Premium,Defender 90,Land Rover,Tue Jan 01 00:00:00 EST 2013
Premium,Discovery,Land Rover,Tue Jan 01 00:00:00 EST 2013
Regular,S10 Cab Chassis 2WD,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Premium,Montero,Mitsubishi,Tue Jan 01 00:00:00 EST 2013
Regular,Sidekick 2Door 4WD,Suzuki,Tue Jan 01 00:00:00 EST 2013
Regular,Sidekick 4Door 4WD,Suzuki,Tue Jan 01 00:00:00 EST 2013
Premium,Coachbuilder Wagon,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Premium,Coachbuilder Wagon,Buick,Tue Jan 01 00:00:00 EST 2013
Regular,Truck Cab Chassis 2WD,Nissan,Tue Jan 01 00:00:00 EST 2013
Premium,Ferrari F355 Berlinetta/GTS,Ferrari,Tue Jan 01 00:00:00 EST 2013
Premium,Ferrari F50,Ferrari,Tue Jan 01 00:00:00 EST 2013
Premium,Ferrari F512M,Ferrari,Tue Jan 01 00:00:00 EST 2013
Premium,DB132/Diablo,Lamborghini,Tue Jan 01 00:00:00 EST 2013
Premium,Daytona,Dodge,Tue Jan 01 00:00:00 EST 2013
Regular,Ranger Pickup Cab Chassis,Ford,Tue Jan 01 00:00:00 EST 2013
Regular,Panoz Roadster,Panoz Auto-Development,Tue Jan 01 00:00:00 EST 2013
Premium,968,Porsche,Tue Jan 01 00:00:00 EST 2013
Premium,240SX,Nissan,Tue Jan 01 00:00:00 EST 2013
Premium,911 Carrera 4/2,Porsche,Tue Jan 01 00:00:00 EST 2013
Regular,S15 Cab Chassis 2WD,GMC,Tue Jan 01 00:00:00 EST 2013
Regular,Celica Convertible,Toyota,Tue Jan 01 00:00:00 EST 2013
Premium,M3,BMW,Tue Jan 01 00:00:00 EST 2013
Premium,840ci,BMW,Tue Jan 01 00:00:00 EST 2013
Premium,850ci,BMW,Tue Jan 01 00:00:00 EST 2013
Regular,Sentra Classic,Nissan,Tue Jan 01 00:00:00 EST 2013
Regular,Sentra/200SX,Nissan,Tue Jan 01 00:00:00 EST 2013
Regular,Cab Chassis 2WD,Toyota,Tue Jan 01 00:00:00 EST 2013
Regular,300ZX,Nissan,Tue Jan 01 00:00:00 EST 2013
Premium,Ferrari 456 GT,Ferrari,Tue Jan 01 00:00:00 EST 2013
Regular,Daytona,Dodge,Tue Jan 01 00:00:00 EST 2013
Regular,Civic CRX,Honda,Tue Jan 01 00:00:00 EST 2013
Premium,XJS V12 Convertible,Jaguar,Tue Jan 01 00:00:00 EST 2013
Regular,Civic CRX HF,Honda,Tue Jan 01 00:00:00 EST 2013
Regular,500SL,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Regular,3000 GT Spyder,Mitsubishi,Tue Jan 01 00:00:00 EST 2013
Premium,3000 GT Spyder,Mitsubishi,Tue Jan 01 00:00:00 EST 2013
Regular,RX-7,Mazda,Tue Jan 01 00:00:00 EST 2013
Premium,Continental (turbo),Rolls-Royce,Tue Jan 01 00:00:00 EST 2013
Premium,Corniche S,Rolls-Royce,Tue Jan 01 00:00:00 EST 2013
Regular,900 Convertible,Saab,Tue Jan 01 00:00:00 EST 2013
Regular,Biturbo,Maserati,Tue Jan 01 00:00:00 EST 2013
Regular,Mustang S351,Saleen,Tue Jan 01 00:00:00 EST 2013
Regular,Lagonda,Aston Martin,Tue Jan 01 00:00:00 EST 2013
Regular,Cabrio,Volkswagen,Tue Jan 01 00:00:00 EST 2013
Premium,2.5TL,Acura,Tue Jan 01 00:00:00 EST 2013
Regular,Saloon/Vantage/Volante,Aston Martin,Tue Jan 01 00:00:00 EST 2013
Regular,A6,Audi,Tue Jan 01 00:00:00 EST 2013
Premium,A6,Audi,Tue Jan 01 00:00:00 EST 2013
Regular,A6 quattro,Audi,Tue Jan 01 00:00:00 EST 2013
Premium,S6,Audi,Tue Jan 01 00:00:00 EST 2013
Premium,318ti,BMW,Tue Jan 01 00:00:00 EST 2013
Regular,4000s quattro,Audi,Tue Jan 01 00:00:00 EST 2013
Regular,Sebring,Chrysler,Tue Jan 01 00:00:00 EST 2013
Regular,Avenger,Dodge,Tue Jan 01 00:00:00 EST 2013
Regular,Neon,Dodge,Tue Jan 01 00:00:00 EST 2013
Regular,Contour,Ford,Tue Jan 01 00:00:00 EST 2013
Regular,Cavalier Convertible,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Regular,Accent,Hyundai,Tue Jan 01 00:00:00 EST 2013
Regular,Mystique,Mercury,Tue Jan 01 00:00:00 EST 2013
Premium,Millenia,Mazda,Tue Jan 01 00:00:00 EST 2013
Premium,C36,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Regular,Chevette,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Regular,Neon,Plymouth,Tue Jan 01 00:00:00 EST 2013
Regular,Sunfire,Pontiac,Tue Jan 01 00:00:00 EST 2013
Regular,GTI VR6,Volkswagen,Tue Jan 01 00:00:00 EST 2013
Regular,Laser,Chrysler,Tue Jan 01 00:00:00 EST 2013
Premium,750il,BMW,Tue Jan 01 00:00:00 EST 2013
Premium,Laser,Chrysler,Tue Jan 01 00:00:00 EST 2013
Regular,Lumina/Monte Carlo,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Regular,Cirrus,Chrysler,Tue Jan 01 00:00:00 EST 2013
Regular,Stratus,Dodge,Tue Jan 01 00:00:00 EST 2013
Regular,Taurus FFV,Ford,Tue Jan 01 00:00:00 EST 2013
Premium,LeBaron Convertible,Chrysler,Tue Jan 01 00:00:00 EST 2013
Premium,Aurora,Oldsmobile,Tue Jan 01 00:00:00 EST 2013
Premium,Flying Spur,Rolls-Royce,Tue Jan 01 00:00:00 EST 2013
Premium,Spirit III/Spur III/Dawn,Rolls-Royce,Tue Jan 01 00:00:00 EST 2013
Premium,Turbo R/Rl Bklds Turbo/LWB,Rolls-Royce,Tue Jan 01 00:00:00 EST 2013
Regular,EXP,Ford,Tue Jan 01 00:00:00 EST 2013
Premium,600 Convertible,Dodge,Tue Jan 01 00:00:00 EST 2013
Regular,Pulsar/Pulsar-NX,Nissan,Tue Jan 01 00:00:00 EST 2013
Regular,WB,Dabryan Coach Builders Inc,Tue Jan 01 00:00:00 EST 2013
Regular,Eagle,Federal Coach,Tue Jan 01 00:00:00 EST 2013
Regular,Formal,Federal Coach,Tue Jan 01 00:00:00 EST 2013
Regular,Six Door,Federal Coach,Tue Jan 01 00:00:00 EST 2013
Regular,Windsor,Federal Coach,Tue Jan 01 00:00:00 EST 2013
Regular,24E,Federal Coach,Tue Jan 01 00:00:00 EST 2013
Regular,85J,Federal Coach,Tue Jan 01 00:00:00 EST 2013
Regular,Lincoln Eagle/Windsor,Federal Coach,Tue Jan 01 00:00:00 EST 2013
Regular,Lincoln Eaton,Federal Coach,Tue Jan 01 00:00:00 EST 2013
Regular,Lincoln 100J,Federal Coach,Tue Jan 01 00:00:00 EST 2013
Regular,Lincoln 24E,Federal Coach,Tue Jan 01 00:00:00 EST 2013
Regular,Lincoln 85J,Federal Coach,Tue Jan 01 00:00:00 EST 2013
Regular,Crown Victoria,Ford,Tue Jan 01 00:00:00 EST 2013
Diesel,S350,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Regular,Avalon,Toyota,Tue Jan 01 00:00:00 EST 2013
Regular,A6 quattro Wagon,Audi,Tue Jan 01 00:00:00 EST 2013
Regular,A6 Wagon,Audi,Tue Jan 01 00:00:00 EST 2013
Premium,S6 Wagon,Audi,Tue Jan 01 00:00:00 EST 2013
Diesel,Sentra,Nissan,Tue Jan 01 00:00:00 EST 2013
Regular,200SX,Nissan,Tue Jan 01 00:00:00 EST 2013
Regular,600 Convertible,Dodge,Tue Jan 01 00:00:00 EST 2013
Regular,Odyssey,Honda,Tue Jan 01 00:00:00 EST 2013
Regular,300ZX 2x2,Nissan,Tue Jan 01 00:00:00 EST 2013
Regular,Tacoma 2WD,Toyota,Tue Jan 01 00:00:00 EST 2013
Regular,Laser,Ford,Tue Jan 01 00:00:00 EST 2013
Regular,Tacoma 4WD,Toyota,Tue Jan 01 00:00:00 EST 2013
Regular,Pathfinder Van (cargo),Nissan,Tue Jan 01 00:00:00 EST 2013
Regular,B1500/B2500 Van 2WD,Dodge,Tue Jan 01 00:00:00 EST 2013
Regular,B3500 Van 2WD,Dodge,Tue Jan 01 00:00:00 EST 2013
Regular,I-Mark,Isuzu,Tue Jan 01 00:00:00 EST 2013
Regular,B1500/B2500 Wagon 2WD,Dodge,Tue Jan 01 00:00:00 EST 2013
Regular,B3500 Wagon 2WD,Dodge,Tue Jan 01 00:00:00 EST 2013
Regular,Impulse,Isuzu,Tue Jan 01 00:00:00 EST 2013
Regular,Eurovan Camper,Volkswagen,Tue Jan 01 00:00:00 EST 2013
Premium,Blazer 2WD,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Regular,Tahoe 1500 2WD,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Regular,Windstar FWD Van,Ford,Tue Jan 01 00:00:00 EST 2013
Regular,Windstar FWD Wagon,Ford,Tue Jan 01 00:00:00 EST 2013
Regular,Heritage,Federal Coach,Tue Jan 01 00:00:00 EST 2013
Regular,Renaissance,Federal Coach,Tue Jan 01 00:00:00 EST 2013
Regular,Lincoln Stratford,Federal Coach,Tue Jan 01 00:00:00 EST 2013
Regular,Sportage 2WD,Kia,Tue Jan 01 00:00:00 EST 2013
Regular,Yukon 1500 2WD,GMC,Tue Jan 01 00:00:00 EST 2013
Regular,GLC,Mazda,Tue Jan 01 00:00:00 EST 2013
Regular,Cordia,Mitsubishi,Tue Jan 01 00:00:00 EST 2013
Premium,Blazer 4WD,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Regular,Tahoe 1500 4WD,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Diesel,Tahoe 1500 4WD,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Regular,Sportage 4WD,Kia,Tue Jan 01 00:00:00 EST 2013
Regular,Tredia,Mitsubishi,Tue Jan 01 00:00:00 EST 2013
Diesel,Yukon 1500 4WD,GMC,Tue Jan 01 00:00:00 EST 2013
Premium,Range Rover,Land Rover,Tue Jan 01 00:00:00 EST 2013
Premium,Range Rover County Classic,Land Rover,Tue Jan 01 00:00:00 EST 2013
Regular,Samurai,Suzuki,Tue Jan 01 00:00:00 EST 2013
Premium,Z3 Roadster,BMW,Tue Jan 01 00:00:00 EST 2013
Regular,Turismo,Plymouth,Tue Jan 01 00:00:00 EST 2013
Regular,Corvette,Chevrolet,Tue Jan 01 00:00:00 EST 2013
Regular,Del Sol,Honda,Tue Jan 01 00:00:00 EST 2013
Premium,Del Sol,Honda,Tue Jan 01 00:00:00 EST 2013
Regular,X-90 2WD,Suzuki,Tue Jan 01 00:00:00 EST 2013
Regular,X-90 4WD,Suzuki,Tue Jan 01 00:00:00 EST 2013
Premium,Avtech SC / M12,Vector,Tue Jan 01 00:00:00 EST 2013
Premium,328i Convertible,BMW,Tue Jan 01 00:00:00 EST 2013
Premium,Turismo,Plymouth,Tue Jan 01 00:00:00 EST 2013
Premium,Eclipse Convertible,Mitsubishi,Tue Jan 01 00:00:00 EST 2013
Regular,Eclipse Convertible,Mitsubishi,Tue Jan 01 00:00:00 EST 2013
Regular,Firebird,Pontiac,Tue Jan 01 00:00:00 EST 2013
Premium,328i/328is,BMW,Tue Jan 01 00:00:00 EST 2013
Premium,Sunbird Convertible,Pontiac,Tue Jan 01 00:00:00 EST 2013
Premium,Mustang,Ford,Tue Jan 01 00:00:00 EST 2013
Regular,1000,Pontiac,Tue Jan 01 00:00:00 EST 2013
Regular,Civic HX,Honda,Tue Jan 01 00:00:00 EST 2013
Regular,Hatchback,Subaru,Tue Jan 01 00:00:00 EST 2013
Premium,Azure,Rolls-Royce,Tue Jan 01 00:00:00 EST 2013
Regular,Corolla Sport,Toyota,Tue Jan 01 00:00:00 EST 2013
Regular,Esteem,Suzuki,Tue Jan 01 00:00:00 EST 2013
Premium,2.5TL/3.2TL,Acura,Tue Jan 01 00:00:00 EST 2013
Premium,A4,Audi,Tue Jan 01 00:00:00 EST 2013
Premium,A4 quattro,Audi,Tue Jan 01 00:00:00 EST 2013
Regular,Riviera Convertible,Buick,Tue Jan 01 00:00:00 EST 2013
Premium,A6 quattro,Audi,Tue Jan 01 00:00:00 EST 2013
Premium,Skyhawk,Buick,Tue Jan 01 00:00:00 EST 2013
Regular,Skyhawk,Buick,Tue Jan 01 00:00:00 EST 2013
Regular,Accent (Sporty),Hyundai,Tue Jan 01 00:00:00 EST 2013
Premium,XJR,Jaguar,Tue Jan 01 00:00:00 EST 2013
Regular,Somerset Regal,Buick,Tue Jan 01 00:00:00 EST 2013
Premium,C36 AMG,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Diesel,E300 Diesel,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,E320,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Regular,Cimarron,Cadillac,Tue Jan 01 00:00:00 EST 2013
Diesel,Golf/GTI,Volkswagen,Tue Jan 01 00:00:00 EST 2013
Regular,Golf/GTI,Volkswagen,Tue Jan 01 00:00:00 EST 2013
Diesel,Jetta,Volkswagen,Tue Jan 01 00:00:00 EST 2013
Regular,Jetta,Volkswagen,Tue Jan 01 00:00:00 EST 2013
Regular,Jetta GLX,Volkswagen,Tue Jan 01 00:00:00 EST 2013
Premium,960,Volvo,Tue Jan 01 00:00:00 EST 2013
Premium,3.5RL,Acura,Tue Jan 01 00:00:00 EST 2013
Regular,Sebring Convertible,Chrysler,Tue Jan 01 00:00:00 EST 2013
Premium,I30,Infiniti,Tue Jan 01 00:00:00 EST 2013
Premium,Vanden Plas,Jaguar,Tue Jan 01 00:00:00 EST 2013
Regular,Ciera SL,Oldsmobile,Tue Jan 01 00:00:00 EST 2013
Regular,Breeze,Plymouth,Tue Jan 01 00:00:00 EST 2013
Regular,Maxima,Nissan,Tue Jan 01 00:00:00 EST 2013
Premium,Silver Spur/Silver Dawn,Rolls-Royce,Tue Jan 01 00:00:00 EST 2013
Regular,Stanza,Nissan,Tue Jan 01 00:00:00 EST 2013
Diesel,Passat,Volkswagen,Tue Jan 01 00:00:00 EST 2013
Premium,850,Volvo,Tue Jan 01 00:00:00 EST 2013
Premium,DeVille,Cadillac,Tue Jan 01 00:00:00 EST 2013
Regular,Omni,Dodge,Tue Jan 01 00:00:00 EST 2013
CNG,Crown Victoria CNG,Ford,Tue Jan 01 00:00:00 EST 2013
Premium,Continental,Lincoln,Tue Jan 01 00:00:00 EST 2013
Premium,S500,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
Premium,S600,Mercedes-Benz,Tue Jan 01 00:00:00 EST 2013
